,Model,Structure,Learning_rate,Batch_size,Epochs,Optimizer,Activation,Cost,Accuracy
1384,2,"[120, 150, 100, 50, 8]",0.1,12,100,Adam,tanh,2.289649248123169,0.20499999821186066
1385,4,"[120, 96, 74, 52, 30, 8]",1.0,32,100,Adam,softsign,7.0179033279418945,0.20499999821186066
1386,5,"[120, 100, 80, 40, 20, 8]",0.1,32,50,Adam,softsign,2.146179676055908,0.20499999821186066
1387,4,"[120, 96, 74, 52, 30, 8]",0.1,32,50,Nadam,softsign,2.449793577194214,0.20499999821186066
1388,5,"[120, 100, 80, 40, 20, 8]",0.1,12,100,Nadam,tanh,2.1930532455444336,0.20499999821186066
1389,0,"[120, 92, 64, 36, 8]",1.0,64,100,Nadam,softsign,25.884502410888672,0.20499999821186066
1390,6,"[120, 150, 100, 50, 20, 8]",1.0,64,50,Adam,tanh,4.348637104034424,0.20499999821186066
1391,0,"[120, 92, 64, 36, 8]",1.0,12,100,RMSprop,softsign,47.06780242919922,0.20499999821186066
1392,6,"[120, 150, 100, 50, 20, 8]",0.1,12,50,Adamax,tanh,2.015204429626465,0.20499999821186066
1393,3,"[120, 140, 70, 30, 8]",0.1,32,100,Adam,tanh,2.1894123554229736,0.20499999821186066
1394,0,"[120, 92, 64, 36, 8]",0.1,32,100,Nadam,tanh,2.9972450733184814,0.20499999821186066
1395,3,"[120, 140, 70, 30, 8]",0.1,64,50,Nadam,softsign,2.643188238143921,0.20499999821186066
1396,6,"[120, 150, 100, 50, 20, 8]",0.1,12,100,Adam,softsign,2.428849458694458,0.20374999940395355
1397,5,"[120, 100, 80, 40, 20, 8]",0.01,12,50,RMSprop,relu,24.579364776611328,0.20374999940395355
1398,5,"[120, 100, 80, 40, 20, 8]",0.01,12,100,RMSprop,relu,29.783090591430664,0.20374999940395355
1399,7,"[120, 140, 100, 75, 30, 8]",0.1,32,100,Adam,tanh,2.211331844329834,0.20374999940395355
1400,0,"[120, 92, 64, 36, 8]",1.0,12,100,Adam,tanh,14.887901306152344,0.20374999940395355
1401,6,"[120, 150, 100, 50, 20, 8]",0.01,12,100,RMSprop,relu,7.277742385864258,0.20374999940395355
1402,1,"[120, 90, 60, 20, 8]",1.0,32,50,RMSprop,tanh,20.182796478271484,0.20374999940395355
1403,5,"[120, 100, 80, 40, 20, 8]",0.1,32,50,Nadam,softsign,2.102522373199463,0.20374999940395355
1404,0,"[120, 92, 64, 36, 8]",1.0,64,100,RMSprop,softsign,24.72286605834961,0.20374999940395355
1405,4,"[120, 96, 74, 52, 30, 8]",0.1,64,50,RMSprop,softsign,3.247819185256958,0.20374999940395355
1406,7,"[120, 140, 100, 75, 30, 8]",0.01,12,50,RMSprop,relu,11.155322074890137,0.20374999940395355
1407,0,"[120, 92, 64, 36, 8]",1.0,32,100,RMSprop,tanh,64.32881927490234,0.20250000059604645
1408,6,"[120, 150, 100, 50, 20, 8]",0.1,32,50,Adam,softsign,2.270827293395996,0.20250000059604645
1409,1,"[120, 90, 60, 20, 8]",1.0,32,50,Adam,softsign,4.96592378616333,0.20250000059604645
1410,0,"[120, 92, 64, 36, 8]",0.1,12,50,Nadam,tanh,2.3971471786499023,0.20250000059604645
1411,7,"[120, 140, 100, 75, 30, 8]",0.1,12,100,Adamax,selu,2.5739641189575195,0.20250000059604645
1412,3,"[120, 140, 70, 30, 8]",1.0,32,50,Adamax,softsign,2.659651279449463,0.20250000059604645
1413,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,RMSprop,tanh,3.84060001373291,0.20250000059604645
1414,2,"[120, 150, 100, 50, 8]",0.1,32,50,Nadam,softsign,3.30350399017334,0.20250000059604645
1415,7,"[120, 140, 100, 75, 30, 8]",1.0,32,100,Adam,tanh,7.0129194259643555,0.20250000059604645
1416,3,"[120, 140, 70, 30, 8]",1.0,32,100,Nadam,softsign,8.930475234985352,0.20250000059604645
1417,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Adamax,softsign,2.7767462730407715,0.20250000059604645
1418,7,"[120, 140, 100, 75, 30, 8]",0.1,12,100,Adam,softsign,2.319664239883423,0.20125000178813934
1419,7,"[120, 140, 100, 75, 30, 8]",0.1,64,100,Adam,tanh,2.1391518115997314,0.20125000178813934
1420,0,"[120, 92, 64, 36, 8]",0.01,12,100,RMSprop,relu,20.82360076904297,0.20125000178813934
1421,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,Adam,softsign,2.251532554626465,0.20125000178813934
1422,0,"[120, 92, 64, 36, 8]",1.0,12,50,Nadam,tanh,11.311363220214844,0.20125000178813934
1423,5,"[120, 100, 80, 40, 20, 8]",0.1,12,50,Nadam,softsign,2.1407384872436523,0.20125000178813934
1424,1,"[120, 90, 60, 20, 8]",0.1,64,50,Adam,tanh,2.1104211807250977,0.20125000178813934
1425,4,"[120, 96, 74, 52, 30, 8]",1.0,64,100,Adamax,tanh,2.4957032203674316,0.20125000178813934
1426,7,"[120, 140, 100, 75, 30, 8]",1.0,64,100,Adamax,softsign,2.7227959632873535,0.20125000178813934
1427,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,Nadam,softsign,2.8286867141723633,0.20125000178813934
1428,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,Nadam,tanh,2.2897768020629883,0.20125000178813934
1429,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Nadam,softsign,10.187994003295898,0.20000000298023224
1430,7,"[120, 140, 100, 75, 30, 8]",0.1,64,50,Nadam,tanh,2.404944658279419,0.20000000298023224
1431,7,"[120, 140, 100, 75, 30, 8]",0.1,12,50,Adam,softsign,2.5791165828704834,0.20000000298023224
1432,3,"[120, 140, 70, 30, 8]",0.1,12,100,Adam,softsign,2.373465061187744,0.20000000298023224
1433,2,"[120, 150, 100, 50, 8]",1.0,12,100,Adam,tanh,19.842529296875,0.20000000298023224
1434,6,"[120, 150, 100, 50, 20, 8]",1.0,12,100,Adam,softsign,5.265511989593506,0.20000000298023224
1435,0,"[120, 92, 64, 36, 8]",0.1,64,100,Nadam,tanh,3.843045711517334,0.20000000298023224
1436,3,"[120, 140, 70, 30, 8]",0.1,12,50,RMSprop,tanh,2.7115302085876465,0.20000000298023224
1437,7,"[120, 140, 100, 75, 30, 8]",1.0,64,100,Adam,tanh,6.376537322998047,0.20000000298023224
1438,6,"[120, 150, 100, 50, 20, 8]",1.0,64,100,Adam,tanh,5.643825054168701,0.20000000298023224
1439,2,"[120, 150, 100, 50, 8]",1.0,32,100,RMSprop,tanh,77.5854263305664,0.20000000298023224
1440,0,"[120, 92, 64, 36, 8]",1.0,12,50,RMSprop,tanh,25.592500686645508,0.20000000298023224
1441,6,"[120, 150, 100, 50, 20, 8]",0.1,32,50,Nadam,tanh,2.365553855895996,0.20000000298023224
1442,7,"[120, 140, 100, 75, 30, 8]",0.01,12,100,RMSprop,relu,16.7308406829834,0.19875000417232513
1443,5,"[120, 100, 80, 40, 20, 8]",0.1,32,100,Adam,softsign,2.0462965965270996,0.19875000417232513
1444,0,"[120, 92, 64, 36, 8]",0.1,64,50,Nadam,softsign,2.744061231613159,0.19875000417232513
1445,5,"[120, 100, 80, 40, 20, 8]",0.1,12,50,RMSprop,softsign,2.1928551197052,0.19875000417232513
1446,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Nadam,softsign,12.298907279968262,0.19875000417232513
1447,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,RMSprop,softsign,30.411521911621094,0.19875000417232513
1448,1,"[120, 90, 60, 20, 8]",0.1,12,50,Adam,softsign,2.4341771602630615,0.19875000417232513
1449,0,"[120, 92, 64, 36, 8]",0.1,32,50,Adam,softsign,2.333277940750122,0.19875000417232513
1450,5,"[120, 100, 80, 40, 20, 8]",1.0,12,100,Adam,softsign,6.474463939666748,0.19875000417232513
1451,2,"[120, 150, 100, 50, 8]",1.0,12,50,Adamax,softsign,4.8045759201049805,0.19875000417232513
1452,7,"[120, 140, 100, 75, 30, 8]",0.1,32,100,Nadam,softsign,2.776726484298706,0.19875000417232513
1453,5,"[120, 100, 80, 40, 20, 8]",1.0,12,100,RMSprop,tanh,15.5126314163208,0.19875000417232513
1454,6,"[120, 150, 100, 50, 20, 8]",1.0,12,100,Nadam,tanh,4.720200538635254,0.19875000417232513
1455,2,"[120, 150, 100, 50, 8]",1.0,64,100,Adam,tanh,12.867290496826172,0.19875000417232513
1456,0,"[120, 92, 64, 36, 8]",0.1,12,50,Adam,softsign,2.695044755935669,0.19875000417232513
1457,6,"[120, 150, 100, 50, 20, 8]",0.1,32,100,Adam,softsign,2.015817642211914,0.19875000417232513
1458,6,"[120, 150, 100, 50, 20, 8]",0.1,64,100,Nadam,tanh,3.018531560897827,0.19875000417232513
1459,6,"[120, 150, 100, 50, 20, 8]",0.1,12,50,Nadam,softsign,2.2254085540771484,0.19875000417232513
1460,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,RMSprop,softsign,2.735384464263916,0.19750000536441803
1461,2,"[120, 150, 100, 50, 8]",1.0,64,50,Adamax,softsign,3.5931291580200195,0.19750000536441803
1462,0,"[120, 92, 64, 36, 8]",1.0,12,100,Adamax,tanh,4.440138816833496,0.19750000536441803
1463,5,"[120, 100, 80, 40, 20, 8]",1.0,64,50,Adamax,softsign,2.1728789806365967,0.19750000536441803
1464,6,"[120, 150, 100, 50, 20, 8]",1.0,64,50,Adamax,tanh,2.3849494457244873,0.19750000536441803
1465,7,"[120, 140, 100, 75, 30, 8]",0.1,64,50,RMSprop,softsign,2.9055066108703613,0.19750000536441803
1466,0,"[120, 92, 64, 36, 8]",1.0,12,50,RMSprop,softsign,23.591163635253906,0.19750000536441803
1467,1,"[120, 90, 60, 20, 8]",1.0,12,100,RMSprop,softsign,18.534048080444336,0.19750000536441803
1468,5,"[120, 100, 80, 40, 20, 8]",1.0,32,50,RMSprop,tanh,23.898513793945312,0.19750000536441803
1469,5,"[120, 100, 80, 40, 20, 8]",1.0,32,100,Nadam,tanh,8.305612564086914,0.19750000536441803
1470,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,RMSprop,tanh,47.0765495300293,0.19750000536441803
1471,6,"[120, 150, 100, 50, 20, 8]",1.0,32,100,Adam,tanh,6.790021896362305,0.19750000536441803
1472,1,"[120, 90, 60, 20, 8]",1.0,12,50,Nadam,tanh,4.187231540679932,0.19750000536441803
1473,0,"[120, 92, 64, 36, 8]",0.1,32,50,Nadam,tanh,2.7117910385131836,0.19750000536441803
1474,7,"[120, 140, 100, 75, 30, 8]",0.1,32,100,Adam,softsign,2.3292055130004883,0.19750000536441803
1475,1,"[120, 90, 60, 20, 8]",1.0,64,50,Adamax,tanh,2.2043588161468506,0.19750000536441803
1476,7,"[120, 140, 100, 75, 30, 8]",0.1,32,50,Adam,softsign,2.443007469177246,0.19750000536441803
1477,7,"[120, 140, 100, 75, 30, 8]",0.1,64,50,Nadam,softsign,2.381709337234497,0.19750000536441803
1478,3,"[120, 140, 70, 30, 8]",0.1,12,50,Adam,tanh,2.605433702468872,0.19625000655651093
1479,1,"[120, 90, 60, 20, 8]",1.0,64,50,Adam,tanh,4.155798435211182,0.19625000655651093
1480,2,"[120, 150, 100, 50, 8]",0.1,64,50,Nadam,softsign,3.4546704292297363,0.19625000655651093
1481,2,"[120, 150, 100, 50, 8]",0.1,12,50,RMSprop,softsign,3.9580063819885254,0.19625000655651093
1482,2,"[120, 150, 100, 50, 8]",1.0,64,100,RMSprop,tanh,50.519779205322266,0.19625000655651093
1483,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Adam,softsign,2.159055471420288,0.19625000655651093
1484,2,"[120, 150, 100, 50, 8]",1.0,12,50,Nadam,softsign,16.94561767578125,0.19625000655651093
1485,3,"[120, 140, 70, 30, 8]",1.0,12,100,Nadam,softsign,9.608948707580566,0.19625000655651093
1486,6,"[120, 150, 100, 50, 20, 8]",1.0,12,100,RMSprop,softsign,13.687914848327637,0.19625000655651093
1487,1,"[120, 90, 60, 20, 8]",0.1,12,100,Adam,tanh,2.4924843311309814,0.19625000655651093
1488,6,"[120, 150, 100, 50, 20, 8]",0.1,12,50,Adam,tanh,2.326101303100586,0.19625000655651093
1489,7,"[120, 140, 100, 75, 30, 8]",1.0,64,50,Nadam,tanh,9.466623306274414,0.19499999284744263
1490,3,"[120, 140, 70, 30, 8]",1.0,12,50,Nadam,softsign,11.52600383758545,0.19499999284744263
1491,3,"[120, 140, 70, 30, 8]",0.1,32,50,Nadam,tanh,2.3017148971557617,0.19499999284744263
1492,5,"[120, 100, 80, 40, 20, 8]",0.1,12,50,RMSprop,tanh,2.7315468788146973,0.19499999284744263
1493,4,"[120, 96, 74, 52, 30, 8]",1.0,64,100,Nadam,softsign,10.902338981628418,0.19499999284744263
1494,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,Nadam,tanh,2.8863489627838135,0.19499999284744263
1495,6,"[120, 150, 100, 50, 20, 8]",1.0,12,100,Adamax,softsign,2.439514398574829,0.19499999284744263
1496,3,"[120, 140, 70, 30, 8]",1.0,12,50,Adam,softsign,14.761701583862305,0.19499999284744263
1497,1,"[120, 90, 60, 20, 8]",0.1,32,50,Adam,softsign,2.2914481163024902,0.19499999284744263
1498,1,"[120, 90, 60, 20, 8]",1.0,12,100,Adam,softsign,7.914434909820557,0.19499999284744263
1499,3,"[120, 140, 70, 30, 8]",0.1,12,100,Nadam,tanh,2.2869317531585693,0.19499999284744263
1500,3,"[120, 140, 70, 30, 8]",0.1,12,50,Nadam,tanh,2.2373549938201904,0.19499999284744263
1501,2,"[120, 150, 100, 50, 8]",1.0,32,50,Adamax,softsign,3.213616371154785,0.19499999284744263
1502,7,"[120, 140, 100, 75, 30, 8]",0.1,32,100,Nadam,tanh,2.8608014583587646,0.19374999403953552
1503,3,"[120, 140, 70, 30, 8]",0.1,32,50,Adam,softsign,2.288480281829834,0.19374999403953552
1504,6,"[120, 150, 100, 50, 20, 8]",1.0,12,100,RMSprop,tanh,30.09371566772461,0.19374999403953552
1505,0,"[120, 92, 64, 36, 8]",0.1,64,50,Adam,tanh,2.2759039402008057,0.19374999403953552
1506,7,"[120, 140, 100, 75, 30, 8]",1.0,32,100,Nadam,softsign,5.976710319519043,0.19374999403953552
1507,2,"[120, 150, 100, 50, 8]",1.0,32,100,RMSprop,softsign,38.45940017700195,0.19374999403953552
1508,5,"[120, 100, 80, 40, 20, 8]",0.1,64,50,Adam,tanh,2.0115041732788086,0.19374999403953552
1509,5,"[120, 100, 80, 40, 20, 8]",1.0,64,50,Adamax,tanh,2.239609718322754,0.19374999403953552
1510,4,"[120, 96, 74, 52, 30, 8]",0.1,64,50,Nadam,softsign,2.7485735416412354,0.19374999403953552
1511,3,"[120, 140, 70, 30, 8]",1.0,12,50,Adamax,softsign,4.307332515716553,0.19249999523162842
1512,3,"[120, 140, 70, 30, 8]",1.0,12,100,RMSprop,softsign,14.840754508972168,0.19249999523162842
1513,5,"[120, 100, 80, 40, 20, 8]",1.0,64,100,RMSprop,softsign,18.768938064575195,0.19249999523162842
1514,6,"[120, 150, 100, 50, 20, 8]",0.1,12,100,Adam,tanh,2.5182151794433594,0.19249999523162842
1515,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,Adam,tanh,2.2431206703186035,0.19249999523162842
1516,5,"[120, 100, 80, 40, 20, 8]",1.0,64,100,RMSprop,tanh,33.273033142089844,0.19249999523162842
1517,7,"[120, 140, 100, 75, 30, 8]",0.1,12,100,Adam,tanh,2.3717734813690186,0.19249999523162842
1518,3,"[120, 140, 70, 30, 8]",1.0,32,50,Nadam,softsign,10.2872896194458,0.19249999523162842
1519,6,"[120, 150, 100, 50, 20, 8]",0.1,64,50,Adam,tanh,2.021331548690796,0.19249999523162842
1520,0,"[120, 92, 64, 36, 8]",1.0,12,50,Adam,softsign,14.577624320983887,0.19249999523162842
1521,7,"[120, 140, 100, 75, 30, 8]",1.0,12,100,Adamax,tanh,4.028765678405762,0.19249999523162842
1522,5,"[120, 100, 80, 40, 20, 8]",1.0,12,50,Adam,tanh,10.528429985046387,0.19249999523162842
1523,1,"[120, 90, 60, 20, 8]",1.0,12,50,Nadam,softsign,6.067526817321777,0.1912499964237213
1524,7,"[120, 140, 100, 75, 30, 8]",0.01,12,100,RMSprop,selu,2.8205270767211914,0.1912499964237213
1525,5,"[120, 100, 80, 40, 20, 8]",0.1,64,50,Nadam,softsign,2.3379130363464355,0.1912499964237213
1526,2,"[120, 150, 100, 50, 8]",1.0,64,50,Adamax,tanh,2.76625919342041,0.1912499964237213
1527,4,"[120, 96, 74, 52, 30, 8]",0.1,12,50,RMSprop,tanh,3.489967107772827,0.1912499964237213
1528,4,"[120, 96, 74, 52, 30, 8]",0.1,64,50,Adam,tanh,2.1572988033294678,0.1912499964237213
1529,1,"[120, 90, 60, 20, 8]",1.0,12,50,RMSprop,tanh,14.159355163574219,0.1912499964237213
1530,3,"[120, 140, 70, 30, 8]",1.0,64,50,Nadam,tanh,13.652985572814941,0.1912499964237213
1531,6,"[120, 150, 100, 50, 20, 8]",0.1,64,50,Nadam,tanh,2.370182514190674,0.1899999976158142
1532,1,"[120, 90, 60, 20, 8]",0.1,32,100,Adam,softsign,2.166534423828125,0.1899999976158142
1533,4,"[120, 96, 74, 52, 30, 8]",1.0,32,100,Adamax,tanh,2.641366958618164,0.1899999976158142
1534,7,"[120, 140, 100, 75, 30, 8]",0.1,12,50,Nadam,softsign,2.205904006958008,0.1899999976158142
1535,3,"[120, 140, 70, 30, 8]",1.0,32,50,RMSprop,tanh,23.761690139770508,0.1899999976158142
1536,2,"[120, 150, 100, 50, 8]",1.0,32,100,Adam,softsign,10.785916328430176,0.1899999976158142
1537,1,"[120, 90, 60, 20, 8]",0.1,12,50,Nadam,tanh,2.214463710784912,0.1899999976158142
1538,3,"[120, 140, 70, 30, 8]",0.1,64,50,Adam,tanh,2.1787381172180176,0.1899999976158142
1539,2,"[120, 150, 100, 50, 8]",1.0,32,50,Adam,tanh,18.260316848754883,0.1899999976158142
1540,3,"[120, 140, 70, 30, 8]",1.0,32,50,RMSprop,softsign,21.967649459838867,0.1899999976158142
1541,3,"[120, 140, 70, 30, 8]",1.0,64,50,Adam,softsign,7.051243782043457,0.1899999976158142
1542,7,"[120, 140, 100, 75, 30, 8]",1.0,64,50,Adam,softsign,6.32290506362915,0.1899999976158142
1543,3,"[120, 140, 70, 30, 8]",0.1,12,50,Adam,softsign,2.6571295261383057,0.1887499988079071
1544,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Nadam,tanh,9.170336723327637,0.1887499988079071
1545,7,"[120, 140, 100, 75, 30, 8]",1.0,12,100,RMSprop,softsign,23.445772171020508,0.1887499988079071
1546,7,"[120, 140, 100, 75, 30, 8]",1.0,64,100,Adam,softsign,5.2275190353393555,0.1887499988079071
1547,6,"[120, 150, 100, 50, 20, 8]",0.1,12,50,Adam,softsign,2.4130899906158447,0.1887499988079071
1548,2,"[120, 150, 100, 50, 8]",0.1,12,50,Adam,softsign,3.022571086883545,0.1887499988079071
1549,2,"[120, 150, 100, 50, 8]",1.0,12,50,Nadam,tanh,13.980432510375977,0.1887499988079071
1550,5,"[120, 100, 80, 40, 20, 8]",0.1,64,50,Nadam,tanh,2.4016709327697754,0.1887499988079071
1551,2,"[120, 150, 100, 50, 8]",1.0,64,100,Nadam,tanh,34.76850891113281,0.1887499988079071
1552,5,"[120, 100, 80, 40, 20, 8]",0.1,12,50,Adam,tanh,2.4182748794555664,0.1887499988079071
1553,1,"[120, 90, 60, 20, 8]",0.1,64,50,Nadam,tanh,2.347914457321167,0.1887499988079071
1554,4,"[120, 96, 74, 52, 30, 8]",1.0,64,50,Adamax,tanh,2.8545913696289062,0.1887499988079071
1555,7,"[120, 140, 100, 75, 30, 8]",0.1,32,50,Nadam,tanh,2.5788352489471436,0.1875
1556,3,"[120, 140, 70, 30, 8]",0.1,64,100,RMSprop,tanh,4.307488441467285,0.1875
1557,3,"[120, 140, 70, 30, 8]",0.1,64,50,Adam,softsign,2.3041067123413086,0.1875
1558,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,RMSprop,tanh,26.05282211303711,0.1875
1559,4,"[120, 96, 74, 52, 30, 8]",0.1,12,50,Nadam,tanh,2.2978203296661377,0.1875
1560,5,"[120, 100, 80, 40, 20, 8]",1.0,64,100,Nadam,softsign,13.158670425415039,0.1875
1561,0,"[120, 92, 64, 36, 8]",1.0,12,100,Nadam,softsign,10.0730562210083,0.1875
1562,6,"[120, 150, 100, 50, 20, 8]",1.0,64,50,Adamax,softsign,2.2106335163116455,0.1875
1563,7,"[120, 140, 100, 75, 30, 8]",1.0,64,50,RMSprop,tanh,21.389659881591797,0.1875
1564,6,"[120, 150, 100, 50, 20, 8]",0.1,12,50,Nadam,tanh,2.199742078781128,0.1862500011920929
1565,2,"[120, 150, 100, 50, 8]",1.0,64,50,Adam,softsign,11.926037788391113,0.1862500011920929
1566,7,"[120, 140, 100, 75, 30, 8]",0.1,64,100,Nadam,tanh,3.488330125808716,0.1862500011920929
1567,2,"[120, 150, 100, 50, 8]",1.0,64,100,Nadam,softsign,32.3300666809082,0.1862500011920929
1568,7,"[120, 140, 100, 75, 30, 8]",1.0,12,50,Adam,softsign,13.901083946228027,0.1862500011920929
1569,1,"[120, 90, 60, 20, 8]",0.1,32,100,Adam,tanh,2.115861654281616,0.1862500011920929
1570,2,"[120, 150, 100, 50, 8]",0.1,32,50,Adam,softsign,2.515652656555176,0.1862500011920929
1571,5,"[120, 100, 80, 40, 20, 8]",1.0,64,100,Adam,softsign,3.1315507888793945,0.1862500011920929
1572,2,"[120, 150, 100, 50, 8]",1.0,32,100,Adamax,tanh,3.4193789958953857,0.1862500011920929
1573,2,"[120, 150, 100, 50, 8]",0.1,32,100,Nadam,tanh,3.033754825592041,0.1862500011920929
1574,5,"[120, 100, 80, 40, 20, 8]",0.1,12,100,Adam,tanh,2.4553797245025635,0.1862500011920929
1575,1,"[120, 90, 60, 20, 8]",1.0,12,50,Adam,softsign,8.809926986694336,0.1862500011920929
1576,5,"[120, 100, 80, 40, 20, 8]",0.1,32,50,Adam,tanh,2.4045333862304688,0.1862500011920929
1577,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Adam,softsign,10.849313735961914,0.1850000023841858
1578,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Adamax,softsign,2.872610092163086,0.1850000023841858
1579,3,"[120, 140, 70, 30, 8]",1.0,64,50,Adamax,softsign,2.8850181102752686,0.1850000023841858
1580,4,"[120, 96, 74, 52, 30, 8]",1.0,64,50,Adam,softsign,4.525535583496094,0.1850000023841858
1581,3,"[120, 140, 70, 30, 8]",1.0,64,100,Adam,tanh,10.79644775390625,0.1850000023841858
1582,2,"[120, 150, 100, 50, 8]",1.0,32,100,Nadam,softsign,20.781639099121094,0.1850000023841858
1583,6,"[120, 150, 100, 50, 20, 8]",1.0,12,50,Nadam,softsign,5.7138872146606445,0.1850000023841858
1584,5,"[120, 100, 80, 40, 20, 8]",1.0,32,50,Adamax,tanh,2.2974600791931152,0.1850000023841858
1585,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,Adam,tanh,2.3680362701416016,0.1850000023841858
1586,2,"[120, 150, 100, 50, 8]",0.1,12,50,RMSprop,tanh,4.540251731872559,0.1850000023841858
1587,4,"[120, 96, 74, 52, 30, 8]",1.0,32,100,Adam,tanh,8.054037094116211,0.1837500035762787
1588,1,"[120, 90, 60, 20, 8]",1.0,12,100,Nadam,softsign,4.4762091636657715,0.1837500035762787
1589,4,"[120, 96, 74, 52, 30, 8]",0.1,32,50,Nadam,tanh,2.711634874343872,0.1837500035762787
1590,5,"[120, 100, 80, 40, 20, 8]",1.0,12,50,Adam,softsign,8.011483192443848,0.1837500035762787
1591,4,"[120, 96, 74, 52, 30, 8]",1.0,32,50,Adam,softsign,7.467321872711182,0.1837500035762787
1592,6,"[120, 150, 100, 50, 20, 8]",0.1,32,50,RMSprop,tanh,3.440983533859253,0.1837500035762787
1593,5,"[120, 100, 80, 40, 20, 8]",1.0,12,100,Nadam,softsign,9.35020923614502,0.1837500035762787
1594,6,"[120, 150, 100, 50, 20, 8]",1.0,32,100,Nadam,softsign,6.8140435218811035,0.1837500035762787
1595,0,"[120, 92, 64, 36, 8]",1.0,64,100,RMSprop,tanh,42.77791976928711,0.1837500035762787
1596,4,"[120, 96, 74, 52, 30, 8]",1.0,32,100,RMSprop,softsign,34.376792907714844,0.1837500035762787
1597,2,"[120, 150, 100, 50, 8]",1.0,12,50,Adam,tanh,25.850290298461914,0.1837500035762787
1598,4,"[120, 96, 74, 52, 30, 8]",0.01,12,100,RMSprop,relu,14.134317398071289,0.1837500035762787
1599,7,"[120, 140, 100, 75, 30, 8]",0.1,32,50,RMSprop,softsign,2.852114200592041,0.1837500035762787
1600,1,"[120, 90, 60, 20, 8]",1.0,32,100,Nadam,tanh,13.95170783996582,0.1837500035762787
1601,7,"[120, 140, 100, 75, 30, 8]",1.0,32,50,Adamax,tanh,2.8273682594299316,0.18250000476837158
1602,0,"[120, 92, 64, 36, 8]",1.0,12,100,Nadam,tanh,10.649765968322754,0.18250000476837158
1603,5,"[120, 100, 80, 40, 20, 8]",0.1,32,50,Nadam,tanh,2.3601675033569336,0.18250000476837158
1604,3,"[120, 140, 70, 30, 8]",1.0,12,50,Adam,tanh,10.373618125915527,0.18250000476837158
1605,3,"[120, 140, 70, 30, 8]",1.0,32,50,Adam,tanh,5.885973930358887,0.18250000476837158
1606,0,"[120, 92, 64, 36, 8]",0.1,12,50,RMSprop,tanh,3.343651533126831,0.18250000476837158
1607,3,"[120, 140, 70, 30, 8]",0.1,12,50,Nadam,softsign,2.188739061355591,0.18250000476837158
1608,5,"[120, 100, 80, 40, 20, 8]",0.1,12,50,Adam,softsign,2.3996880054473877,0.18250000476837158
1609,1,"[120, 90, 60, 20, 8]",0.1,64,50,RMSprop,tanh,2.6578588485717773,0.18250000476837158
1610,1,"[120, 90, 60, 20, 8]",0.1,32,50,Adam,tanh,2.167463779449463,0.18250000476837158
1611,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Adam,softsign,8.901886940002441,0.18125000596046448
1612,5,"[120, 100, 80, 40, 20, 8]",1.0,12,100,Adamax,tanh,2.778395652770996,0.18125000596046448
1613,6,"[120, 150, 100, 50, 20, 8]",1.0,32,100,Adam,softsign,5.372936248779297,0.18125000596046448
1614,5,"[120, 100, 80, 40, 20, 8]",1.0,64,50,Nadam,tanh,12.825217247009277,0.18125000596046448
1615,7,"[120, 140, 100, 75, 30, 8]",1.0,32,50,Adam,softsign,8.85628890991211,0.18125000596046448
1616,0,"[120, 92, 64, 36, 8]",0.1,64,50,Nadam,tanh,2.7729525566101074,0.18125000596046448
1617,1,"[120, 90, 60, 20, 8]",1.0,12,50,Adamax,tanh,2.995349645614624,0.18125000596046448
1618,6,"[120, 150, 100, 50, 20, 8]",1.0,32,100,Nadam,tanh,12.672176361083984,0.18000000715255737
1619,2,"[120, 150, 100, 50, 8]",1.0,12,50,Adam,softsign,21.60555648803711,0.18000000715255737
1620,3,"[120, 140, 70, 30, 8]",0.1,32,50,Adam,tanh,2.591520309448242,0.18000000715255737
1621,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Adamax,tanh,3.590301513671875,0.18000000715255737
1622,0,"[120, 92, 64, 36, 8]",1.0,64,100,Adamax,tanh,2.8684825897216797,0.18000000715255737
1623,2,"[120, 150, 100, 50, 8]",1.0,64,50,Nadam,softsign,49.53172302246094,0.18000000715255737
1624,5,"[120, 100, 80, 40, 20, 8]",1.0,12,50,Nadam,softsign,7.571672439575195,0.18000000715255737
1625,7,"[120, 140, 100, 75, 30, 8]",1.0,32,50,Nadam,softsign,13.805310249328613,0.18000000715255737
