,Model,Structure,Learning_rate,Batch_size,Epochs,Optimizer,Activation,Cost,Accuracy
557,3,"[120, 140, 70, 30, 8]",0.01,12,50,RMSprop,softsign,2.304070472717285,0.36000001430511475
558,2,"[120, 150, 100, 50, 8]",0.01,64,50,Adam,elu,4.361364841461182,0.36000001430511475
559,2,"[120, 150, 100, 50, 8]",0.01,32,100,RMSprop,tanh,2.6929147243499756,0.36000001430511475
560,1,"[120, 90, 60, 20, 8]",0.01,32,50,Nadam,tanh,2.0478878021240234,0.36000001430511475
561,0,"[120, 92, 64, 36, 8]",0.1,12,50,Adamax,softsign,1.8366566896438599,0.35874998569488525
562,3,"[120, 140, 70, 30, 8]",0.01,64,100,Nadam,softsign,4.390369415283203,0.35874998569488525
563,4,"[120, 96, 74, 52, 30, 8]",0.01,64,50,Adamax,relu,3.3817429542541504,0.35874998569488525
564,2,"[120, 150, 100, 50, 8]",0.01,32,50,Nadam,softsign,2.902111530303955,0.35874998569488525
565,6,"[120, 150, 100, 50, 20, 8]",0.01,64,100,Adam,elu,5.5787458419799805,0.35874998569488525
566,5,"[120, 100, 80, 40, 20, 8]",0.1,32,50,Adamax,softsign,1.7478752136230469,0.35874998569488525
567,5,"[120, 100, 80, 40, 20, 8]",0.01,64,100,Nadam,tanh,2.1996870040893555,0.35874998569488525
568,0,"[120, 92, 64, 36, 8]",0.1,32,100,Adamax,tanh,1.8663456439971924,0.35874998569488525
569,4,"[120, 96, 74, 52, 30, 8]",0.01,12,100,RMSprop,softsign,2.8824400901794434,0.35874998569488525
570,3,"[120, 140, 70, 30, 8]",0.1,32,100,Adamax,tanh,1.845915675163269,0.35874998569488525
571,1,"[120, 90, 60, 20, 8]",0.01,64,100,Adam,selu,4.995123386383057,0.35874998569488525
572,7,"[120, 140, 100, 75, 30, 8]",0.01,12,100,Adamax,relu,10.755701065063477,0.35749998688697815
573,5,"[120, 100, 80, 40, 20, 8]",0.01,64,50,Nadam,softsign,1.851131558418274,0.35749998688697815
574,2,"[120, 150, 100, 50, 8]",0.01,32,100,Adam,tanh,2.0227973461151123,0.35749998688697815
575,5,"[120, 100, 80, 40, 20, 8]",0.01,32,100,RMSprop,elu,5.7537031173706055,0.35749998688697815
576,0,"[120, 92, 64, 36, 8]",0.01,32,50,Nadam,elu,4.035511016845703,0.35749998688697815
577,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,Adamax,elu,3.8089840412139893,0.35749998688697815
578,1,"[120, 90, 60, 20, 8]",0.01,32,50,Adam,relu,4.318378925323486,0.35749998688697815
579,4,"[120, 96, 74, 52, 30, 8]",0.01,12,100,Nadam,softsign,1.869704008102417,0.35749998688697815
580,1,"[120, 90, 60, 20, 8]",0.01,32,50,Nadam,selu,3.0294320583343506,0.35749998688697815
581,0,"[120, 92, 64, 36, 8]",0.01,64,50,RMSprop,selu,2.8531038761138916,0.35749998688697815
582,6,"[120, 150, 100, 50, 20, 8]",0.1,64,100,Adamax,relu,3.282844305038452,0.35749998688697815
583,0,"[120, 92, 64, 36, 8]",0.01,64,50,Nadam,selu,2.94711971282959,0.35749998688697815
584,3,"[120, 140, 70, 30, 8]",0.1,64,50,Adamax,selu,2.1394412517547607,0.35749998688697815
585,6,"[120, 150, 100, 50, 20, 8]",0.01,32,50,Adamax,relu,4.541426181793213,0.35749998688697815
586,1,"[120, 90, 60, 20, 8]",0.01,12,100,RMSprop,tanh,1.986897587776184,0.35749998688697815
587,6,"[120, 150, 100, 50, 20, 8]",0.1,64,100,Adamax,tanh,1.727163553237915,0.35749998688697815
588,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Adamax,tanh,1.756680965423584,0.35749998688697815
589,1,"[120, 90, 60, 20, 8]",0.1,64,50,Adamax,selu,2.5868358612060547,0.35749998688697815
590,0,"[120, 92, 64, 36, 8]",0.01,32,100,RMSprop,elu,11.342297554016113,0.35749998688697815
591,4,"[120, 96, 74, 52, 30, 8]",0.01,32,100,Adamax,relu,8.661617279052734,0.35624998807907104
592,6,"[120, 150, 100, 50, 20, 8]",0.01,32,50,RMSprop,elu,3.3645968437194824,0.35624998807907104
593,0,"[120, 92, 64, 36, 8]",0.1,64,50,Adamax,relu,2.9333713054656982,0.35624998807907104
594,4,"[120, 96, 74, 52, 30, 8]",0.01,32,100,Nadam,relu,4.149823188781738,0.35624998807907104
595,7,"[120, 140, 100, 75, 30, 8]",0.01,32,50,Nadam,elu,2.755326747894287,0.35624998807907104
596,6,"[120, 150, 100, 50, 20, 8]",0.01,64,50,RMSprop,softsign,1.9569382667541504,0.35624998807907104
597,0,"[120, 92, 64, 36, 8]",0.1,64,100,Adamax,elu,7.605970859527588,0.35624998807907104
598,0,"[120, 92, 64, 36, 8]",0.01,12,100,Nadam,tanh,1.8109145164489746,0.35624998807907104
599,5,"[120, 100, 80, 40, 20, 8]",0.01,12,100,RMSprop,softsign,2.7772693634033203,0.35624998807907104
600,4,"[120, 96, 74, 52, 30, 8]",0.01,32,50,Adamax,relu,3.429217576980591,0.35624998807907104
601,2,"[120, 150, 100, 50, 8]",0.01,64,100,Adam,elu,7.649449348449707,0.35624998807907104
602,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Adamax,relu,5.225531101226807,0.35624998807907104
603,0,"[120, 92, 64, 36, 8]",0.01,12,100,Adam,tanh,1.735528826713562,0.35624998807907104
604,7,"[120, 140, 100, 75, 30, 8]",0.01,64,50,Nadam,relu,3.425628423690796,0.35624998807907104
605,0,"[120, 92, 64, 36, 8]",0.01,64,100,Adam,elu,7.143829345703125,0.35624998807907104
606,6,"[120, 150, 100, 50, 20, 8]",0.01,12,50,RMSprop,softsign,1.905678391456604,0.35624998807907104
607,0,"[120, 92, 64, 36, 8]",0.01,64,50,RMSprop,relu,4.407504558563232,0.35624998807907104
608,1,"[120, 90, 60, 20, 8]",0.01,12,50,Nadam,selu,1.974391222000122,0.35624998807907104
609,1,"[120, 90, 60, 20, 8]",0.01,12,100,Adam,selu,4.824615478515625,0.35624998807907104
610,3,"[120, 140, 70, 30, 8]",0.01,64,50,RMSprop,elu,4.344263076782227,0.35624998807907104
611,4,"[120, 96, 74, 52, 30, 8]",0.01,12,50,Adam,softsign,1.7445588111877441,0.35624998807907104
612,5,"[120, 100, 80, 40, 20, 8]",0.1,32,50,Adamax,selu,1.940022587776184,0.35624998807907104
613,3,"[120, 140, 70, 30, 8]",0.01,12,50,Nadam,softsign,1.9272198677062988,0.35499998927116394
614,1,"[120, 90, 60, 20, 8]",0.01,64,100,RMSprop,tanh,3.702294111251831,0.35499998927116394
615,0,"[120, 92, 64, 36, 8]",0.01,12,100,RMSprop,tanh,2.1179940700531006,0.35499998927116394
616,5,"[120, 100, 80, 40, 20, 8]",0.01,32,50,RMSprop,elu,4.164792060852051,0.35499998927116394
617,1,"[120, 90, 60, 20, 8]",0.1,64,50,Adamax,tanh,1.7871841192245483,0.35499998927116394
618,2,"[120, 150, 100, 50, 8]",0.01,64,50,Nadam,selu,3.6206676959991455,0.35499998927116394
619,3,"[120, 140, 70, 30, 8]",0.01,32,50,Adam,selu,3.2334136962890625,0.35499998927116394
620,7,"[120, 140, 100, 75, 30, 8]",0.1,12,100,Adamax,softsign,1.863081932067871,0.35499998927116394
621,2,"[120, 150, 100, 50, 8]",0.01,12,100,RMSprop,tanh,1.8912501335144043,0.35499998927116394
622,4,"[120, 96, 74, 52, 30, 8]",0.01,32,50,Nadam,relu,2.916532516479492,0.35499998927116394
623,4,"[120, 96, 74, 52, 30, 8]",0.01,64,50,RMSprop,elu,3.758105516433716,0.35499998927116394
624,2,"[120, 150, 100, 50, 8]",0.01,12,100,Adam,softsign,2.3837785720825195,0.35499998927116394
625,2,"[120, 150, 100, 50, 8]",0.01,64,50,Adam,relu,3.813345432281494,0.35499998927116394
626,5,"[120, 100, 80, 40, 20, 8]",0.01,12,100,RMSprop,elu,57.195133209228516,0.35374999046325684
627,5,"[120, 100, 80, 40, 20, 8]",0.01,64,100,RMSprop,selu,5.969640731811523,0.35374999046325684
628,4,"[120, 96, 74, 52, 30, 8]",0.01,12,100,Nadam,selu,4.106445789337158,0.35374999046325684
629,5,"[120, 100, 80, 40, 20, 8]",0.01,32,50,Adam,tanh,1.7120733261108398,0.35374999046325684
630,0,"[120, 92, 64, 36, 8]",0.01,32,100,Adam,relu,5.093365669250488,0.35374999046325684
631,0,"[120, 92, 64, 36, 8]",0.01,32,50,RMSprop,selu,3.882295608520508,0.35374999046325684
632,4,"[120, 96, 74, 52, 30, 8]",0.1,64,50,Adamax,relu,2.750499963760376,0.35374999046325684
633,3,"[120, 140, 70, 30, 8]",0.01,32,100,Adam,relu,5.650210380554199,0.35374999046325684
634,7,"[120, 140, 100, 75, 30, 8]",0.1,32,50,Adamax,softsign,1.7509640455245972,0.35374999046325684
635,0,"[120, 92, 64, 36, 8]",0.01,32,50,Nadam,relu,6.306626796722412,0.35374999046325684
636,1,"[120, 90, 60, 20, 8]",0.01,12,100,Nadam,elu,5.85161018371582,0.35374999046325684
637,6,"[120, 150, 100, 50, 20, 8]",0.01,64,50,Nadam,relu,2.8758771419525146,0.35374999046325684
638,4,"[120, 96, 74, 52, 30, 8]",0.1,64,50,Adamax,selu,1.9286459684371948,0.35374999046325684
639,1,"[120, 90, 60, 20, 8]",0.1,32,100,Adamax,selu,4.307126998901367,0.35374999046325684
640,0,"[120, 92, 64, 36, 8]",0.01,12,100,Adam,elu,3.98069429397583,0.35374999046325684
641,1,"[120, 90, 60, 20, 8]",0.01,32,100,Adam,relu,9.514871597290039,0.35374999046325684
642,7,"[120, 140, 100, 75, 30, 8]",0.01,64,50,Adamax,relu,3.873079538345337,0.35249999165534973
643,7,"[120, 140, 100, 75, 30, 8]",0.01,64,100,Adam,tanh,1.8677797317504883,0.35249999165534973
644,2,"[120, 150, 100, 50, 8]",0.01,64,100,RMSprop,relu,12.352180480957031,0.35249999165534973
645,1,"[120, 90, 60, 20, 8]",0.01,64,50,RMSprop,selu,2.9509007930755615,0.35249999165534973
646,0,"[120, 92, 64, 36, 8]",0.01,12,100,Nadam,selu,3.508660316467285,0.35249999165534973
647,1,"[120, 90, 60, 20, 8]",0.01,32,50,RMSprop,softsign,2.8171277046203613,0.35249999165534973
648,5,"[120, 100, 80, 40, 20, 8]",0.1,32,100,Adamax,selu,2.808471918106079,0.35249999165534973
649,5,"[120, 100, 80, 40, 20, 8]",0.01,12,100,RMSprop,tanh,1.7329031229019165,0.35249999165534973
650,0,"[120, 92, 64, 36, 8]",0.01,32,50,Adam,relu,3.344301223754883,0.35249999165534973
651,7,"[120, 140, 100, 75, 30, 8]",0.1,64,50,Adamax,relu,2.423673629760742,0.35249999165534973
652,3,"[120, 140, 70, 30, 8]",0.01,32,50,Nadam,elu,4.363065719604492,0.35249999165534973
653,7,"[120, 140, 100, 75, 30, 8]",0.1,64,100,Adamax,softsign,2.171194553375244,0.35249999165534973
654,0,"[120, 92, 64, 36, 8]",0.01,64,100,RMSprop,softsign,5.007368564605713,0.35249999165534973
655,4,"[120, 96, 74, 52, 30, 8]",0.01,64,100,Adam,elu,4.518690586090088,0.35249999165534973
656,4,"[120, 96, 74, 52, 30, 8]",0.01,64,50,Adam,selu,2.402177572250366,0.3512499928474426
657,6,"[120, 150, 100, 50, 20, 8]",0.01,12,50,Nadam,softsign,1.6750091314315796,0.3512499928474426
658,6,"[120, 150, 100, 50, 20, 8]",0.01,64,100,RMSprop,tanh,2.1086952686309814,0.3512499928474426
659,3,"[120, 140, 70, 30, 8]",0.01,64,100,Nadam,tanh,3.2265515327453613,0.3512499928474426
660,6,"[120, 150, 100, 50, 20, 8]",0.01,32,100,Adam,selu,2.450767755508423,0.3512499928474426
661,7,"[120, 140, 100, 75, 30, 8]",0.01,12,50,Adamax,relu,5.464505195617676,0.3512499928474426
662,6,"[120, 150, 100, 50, 20, 8]",0.01,32,50,Adam,softsign,1.7854357957839966,0.3512499928474426
663,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Adamax,elu,4.770040512084961,0.3512499928474426
664,3,"[120, 140, 70, 30, 8]",0.01,64,100,RMSprop,relu,12.98889446258545,0.3512499928474426
665,4,"[120, 96, 74, 52, 30, 8]",0.01,32,100,Nadam,selu,4.388961315155029,0.3512499928474426
666,1,"[120, 90, 60, 20, 8]",0.01,64,50,Adam,tanh,2.083127498626709,0.3512499928474426
667,3,"[120, 140, 70, 30, 8]",0.01,32,100,RMSprop,elu,12.25515365600586,0.3512499928474426
668,2,"[120, 150, 100, 50, 8]",0.01,64,50,RMSprop,elu,5.503147125244141,0.3512499928474426
669,7,"[120, 140, 100, 75, 30, 8]",0.01,12,50,RMSprop,softsign,1.8276755809783936,0.3512499928474426
670,6,"[120, 150, 100, 50, 20, 8]",0.1,12,100,Adamax,softsign,1.7717727422714233,0.3512499928474426
671,1,"[120, 90, 60, 20, 8]",0.01,64,100,RMSprop,selu,6.721992015838623,0.3499999940395355
672,6,"[120, 150, 100, 50, 20, 8]",0.01,32,50,RMSprop,tanh,1.6713929176330566,0.3499999940395355
673,7,"[120, 140, 100, 75, 30, 8]",0.1,64,100,Adamax,elu,3.642967939376831,0.3499999940395355
674,4,"[120, 96, 74, 52, 30, 8]",0.01,64,50,RMSprop,softsign,2.11061954498291,0.3499999940395355
675,4,"[120, 96, 74, 52, 30, 8]",0.01,64,100,RMSprop,selu,7.461767673492432,0.3499999940395355
676,6,"[120, 150, 100, 50, 20, 8]",0.01,32,50,RMSprop,softsign,2.063938617706299,0.3499999940395355
677,6,"[120, 150, 100, 50, 20, 8]",0.1,32,100,Adamax,selu,2.2254512310028076,0.3499999940395355
678,7,"[120, 140, 100, 75, 30, 8]",0.01,64,50,RMSprop,tanh,1.6934853792190552,0.3499999940395355
679,5,"[120, 100, 80, 40, 20, 8]",0.01,64,100,Adam,selu,3.5886244773864746,0.3499999940395355
680,7,"[120, 140, 100, 75, 30, 8]",0.01,32,50,RMSprop,tanh,1.7487571239471436,0.3499999940395355
681,5,"[120, 100, 80, 40, 20, 8]",0.01,64,100,Nadam,selu,6.342007637023926,0.3499999940395355
682,2,"[120, 150, 100, 50, 8]",0.01,64,50,Nadam,tanh,2.215794801712036,0.3499999940395355
683,7,"[120, 140, 100, 75, 30, 8]",0.01,32,50,Nadam,relu,4.009019374847412,0.3499999940395355
684,1,"[120, 90, 60, 20, 8]",0.1,32,100,Adamax,relu,4.679110527038574,0.3499999940395355
685,3,"[120, 140, 70, 30, 8]",0.01,32,50,RMSprop,elu,5.246544361114502,0.3499999940395355
686,0,"[120, 92, 64, 36, 8]",0.01,12,50,Nadam,relu,2.895747661590576,0.3499999940395355
687,7,"[120, 140, 100, 75, 30, 8]",0.01,64,50,RMSprop,softsign,2.084760904312134,0.3499999940395355
688,3,"[120, 140, 70, 30, 8]",0.01,64,100,RMSprop,tanh,3.7190279960632324,0.3487499952316284
689,1,"[120, 90, 60, 20, 8]",0.01,12,50,RMSprop,elu,6.280332565307617,0.3487499952316284
690,0,"[120, 92, 64, 36, 8]",0.01,32,100,Nadam,selu,5.892988681793213,0.3487499952316284
691,1,"[120, 90, 60, 20, 8]",0.01,12,100,Nadam,tanh,1.7672066688537598,0.3487499952316284
692,1,"[120, 90, 60, 20, 8]",0.01,64,50,RMSprop,elu,3.819042682647705,0.3487499952316284
693,7,"[120, 140, 100, 75, 30, 8]",0.01,64,50,RMSprop,selu,3.0346169471740723,0.3487499952316284
694,0,"[120, 92, 64, 36, 8]",0.1,32,100,Adamax,selu,4.727609634399414,0.3487499952316284
695,1,"[120, 90, 60, 20, 8]",0.01,12,50,Adam,selu,2.0319414138793945,0.3487499952316284
696,0,"[120, 92, 64, 36, 8]",0.01,12,50,Nadam,elu,2.5972235202789307,0.3487499952316284
697,1,"[120, 90, 60, 20, 8]",0.1,32,50,Adamax,selu,2.7855193614959717,0.3487499952316284
698,5,"[120, 100, 80, 40, 20, 8]",0.01,32,100,RMSprop,selu,6.745358943939209,0.3487499952316284
699,0,"[120, 92, 64, 36, 8]",0.01,12,50,Nadam,selu,2.0695137977600098,0.3487499952316284
700,2,"[120, 150, 100, 50, 8]",0.01,64,100,Adam,relu,5.063928604125977,0.3487499952316284
701,4,"[120, 96, 74, 52, 30, 8]",0.01,64,50,Adam,elu,2.5439236164093018,0.3487499952316284
702,5,"[120, 100, 80, 40, 20, 8]",0.01,32,50,Nadam,selu,2.330807685852051,0.3474999964237213
703,3,"[120, 140, 70, 30, 8]",0.1,64,100,Adamax,elu,6.260251522064209,0.3474999964237213
704,1,"[120, 90, 60, 20, 8]",0.01,64,50,Nadam,tanh,2.1307029724121094,0.3474999964237213
705,3,"[120, 140, 70, 30, 8]",0.01,12,100,Adam,relu,4.473888397216797,0.3474999964237213
706,0,"[120, 92, 64, 36, 8]",0.01,64,50,RMSprop,softsign,2.381319046020508,0.3474999964237213
707,2,"[120, 150, 100, 50, 8]",0.01,32,100,Adam,relu,7.45466423034668,0.3474999964237213
708,7,"[120, 140, 100, 75, 30, 8]",0.01,12,100,Nadam,relu,5.46861457824707,0.3474999964237213
709,4,"[120, 96, 74, 52, 30, 8]",0.01,64,100,RMSprop,relu,7.75221061706543,0.3474999964237213
710,5,"[120, 100, 80, 40, 20, 8]",0.01,64,50,RMSprop,softsign,2.0763137340545654,0.3474999964237213
711,4,"[120, 96, 74, 52, 30, 8]",0.01,32,50,RMSprop,elu,4.064021110534668,0.3474999964237213
712,1,"[120, 90, 60, 20, 8]",0.01,32,50,Nadam,relu,3.765570878982544,0.3474999964237213
713,1,"[120, 90, 60, 20, 8]",0.1,32,100,Adamax,tanh,1.7919201850891113,0.3474999964237213
714,2,"[120, 150, 100, 50, 8]",0.01,64,100,RMSprop,selu,10.397125244140625,0.3474999964237213
715,1,"[120, 90, 60, 20, 8]",0.01,12,100,Adam,elu,3.7707254886627197,0.3474999964237213
716,5,"[120, 100, 80, 40, 20, 8]",0.01,64,100,RMSprop,tanh,2.5720479488372803,0.3474999964237213
717,3,"[120, 140, 70, 30, 8]",0.1,12,100,Adamax,softsign,2.065640449523926,0.3462499976158142
718,3,"[120, 140, 70, 30, 8]",0.01,64,50,RMSprop,selu,3.4191150665283203,0.3462499976158142
719,7,"[120, 140, 100, 75, 30, 8]",0.01,32,100,Nadam,selu,2.5795159339904785,0.3462499976158142
720,7,"[120, 140, 100, 75, 30, 8]",0.01,64,50,Nadam,selu,2.3141369819641113,0.3462499976158142
721,4,"[120, 96, 74, 52, 30, 8]",0.01,64,50,Nadam,elu,3.8124115467071533,0.3462499976158142
722,3,"[120, 140, 70, 30, 8]",0.1,32,50,Adamax,relu,3.5770177841186523,0.3462499976158142
723,7,"[120, 140, 100, 75, 30, 8]",0.01,32,100,Adam,selu,2.2381398677825928,0.3462499976158142
724,0,"[120, 92, 64, 36, 8]",0.1,32,50,Adamax,elu,3.4017865657806396,0.3462499976158142
725,7,"[120, 140, 100, 75, 30, 8]",0.01,32,50,Adam,selu,1.886916160583496,0.3462499976158142
726,0,"[120, 92, 64, 36, 8]",0.1,12,100,Adamax,elu,6.599659442901611,0.3462499976158142
727,4,"[120, 96, 74, 52, 30, 8]",0.01,12,100,Nadam,relu,2.9180355072021484,0.3462499976158142
728,1,"[120, 90, 60, 20, 8]",0.01,64,100,Adam,relu,6.355893135070801,0.3462499976158142
729,4,"[120, 96, 74, 52, 30, 8]",0.1,32,50,Adamax,elu,2.2297399044036865,0.3462499976158142
730,6,"[120, 150, 100, 50, 20, 8]",0.01,64,50,RMSprop,relu,4.817399024963379,0.3462499976158142
731,6,"[120, 150, 100, 50, 20, 8]",0.01,32,50,Nadam,selu,2.4087111949920654,0.3462499976158142
732,1,"[120, 90, 60, 20, 8]",0.01,32,50,RMSprop,selu,3.339191198348999,0.3462499976158142
733,5,"[120, 100, 80, 40, 20, 8]",0.01,64,50,Adam,relu,3.1485595703125,0.3462499976158142
734,1,"[120, 90, 60, 20, 8]",0.01,32,100,RMSprop,selu,7.066839218139648,0.3462499976158142
735,3,"[120, 140, 70, 30, 8]",0.01,32,100,RMSprop,selu,12.306588172912598,0.3449999988079071
736,2,"[120, 150, 100, 50, 8]",0.01,32,50,Nadam,selu,2.999908685684204,0.3449999988079071
737,3,"[120, 140, 70, 30, 8]",0.01,12,50,Nadam,tanh,1.6915249824523926,0.3449999988079071
738,2,"[120, 150, 100, 50, 8]",0.01,12,50,Adam,tanh,1.7799755334854126,0.3449999988079071
739,1,"[120, 90, 60, 20, 8]",0.01,12,50,RMSprop,selu,5.166523456573486,0.3449999988079071
740,0,"[120, 92, 64, 36, 8]",0.01,64,50,RMSprop,elu,4.270204067230225,0.3449999988079071
741,2,"[120, 150, 100, 50, 8]",0.01,32,100,RMSprop,elu,18.837448120117188,0.3449999988079071
742,1,"[120, 90, 60, 20, 8]",0.1,64,100,Adamax,relu,5.179617404937744,0.3449999988079071
743,3,"[120, 140, 70, 30, 8]",0.01,64,50,Nadam,selu,3.79555082321167,0.3449999988079071
744,2,"[120, 150, 100, 50, 8]",0.01,32,100,Nadam,selu,4.9051127433776855,0.3449999988079071
745,3,"[120, 140, 70, 30, 8]",0.01,64,100,RMSprop,softsign,4.375134468078613,0.3449999988079071
746,3,"[120, 140, 70, 30, 8]",0.1,32,100,Adamax,elu,5.641923427581787,0.3449999988079071
747,3,"[120, 140, 70, 30, 8]",0.01,12,50,Adam,softsign,1.8601150512695312,0.3449999988079071
748,3,"[120, 140, 70, 30, 8]",0.1,12,100,Adamax,relu,4.514353275299072,0.3449999988079071
749,4,"[120, 96, 74, 52, 30, 8]",0.1,32,50,Adamax,softsign,1.8542182445526123,0.3449999988079071
750,0,"[120, 92, 64, 36, 8]",0.1,32,50,Adamax,relu,2.9756546020507812,0.3449999988079071
751,5,"[120, 100, 80, 40, 20, 8]",0.01,12,50,Nadam,softsign,1.755617618560791,0.3449999988079071
752,2,"[120, 150, 100, 50, 8]",0.01,12,100,Adam,elu,3.6803247928619385,0.3449999988079071
753,3,"[120, 140, 70, 30, 8]",0.01,32,50,Nadam,selu,3.4982750415802,0.3449999988079071
754,2,"[120, 150, 100, 50, 8]",0.01,12,50,Nadam,elu,2.6961560249328613,0.3449999988079071
755,6,"[120, 150, 100, 50, 20, 8]",0.01,32,100,Adam,tanh,1.7397894859313965,0.3449999988079071
756,1,"[120, 90, 60, 20, 8]",0.01,64,50,RMSprop,softsign,2.08056640625,0.34375
757,3,"[120, 140, 70, 30, 8]",0.01,64,50,Adam,relu,3.9946975708007812,0.34375
758,6,"[120, 150, 100, 50, 20, 8]",0.1,64,50,Adamax,elu,2.1311254501342773,0.34375
759,4,"[120, 96, 74, 52, 30, 8]",0.01,32,50,RMSprop,relu,4.712404727935791,0.34375
760,6,"[120, 150, 100, 50, 20, 8]",0.01,64,50,Adam,relu,3.378580331802368,0.34375
761,4,"[120, 96, 74, 52, 30, 8]",0.01,64,50,RMSprop,relu,3.98667573928833,0.34375
762,3,"[120, 140, 70, 30, 8]",0.1,64,100,Adamax,tanh,1.8892197608947754,0.34375
763,1,"[120, 90, 60, 20, 8]",0.01,64,100,Nadam,selu,6.4070539474487305,0.34375
764,4,"[120, 96, 74, 52, 30, 8]",0.01,32,100,RMSprop,selu,8.33924388885498,0.34375
765,0,"[120, 92, 64, 36, 8]",0.01,64,100,Adam,relu,8.032017707824707,0.34375
766,4,"[120, 96, 74, 52, 30, 8]",0.01,64,50,RMSprop,tanh,1.848368525505066,0.34375
767,3,"[120, 140, 70, 30, 8]",0.01,12,100,Nadam,elu,3.9008853435516357,0.34375
768,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,Adamax,relu,3.283148765563965,0.34375
769,5,"[120, 100, 80, 40, 20, 8]",0.01,32,50,RMSprop,selu,2.5306267738342285,0.34375
770,2,"[120, 150, 100, 50, 8]",0.01,32,50,Adam,relu,3.943861722946167,0.34375
771,0,"[120, 92, 64, 36, 8]",0.01,32,100,RMSprop,softsign,4.797976493835449,0.34375
772,6,"[120, 150, 100, 50, 20, 8]",0.01,64,100,RMSprop,relu,10.120810508728027,0.34375
773,2,"[120, 150, 100, 50, 8]",0.01,64,50,Nadam,elu,4.80989933013916,0.34375
774,1,"[120, 90, 60, 20, 8]",0.1,32,50,Adamax,elu,2.8334245681762695,0.34375
775,2,"[120, 150, 100, 50, 8]",0.1,32,50,Adamax,softsign,1.9580572843551636,0.34375
776,3,"[120, 140, 70, 30, 8]",0.01,12,100,Adam,tanh,1.704441785812378,0.34375
777,2,"[120, 150, 100, 50, 8]",0.01,64,50,Nadam,softsign,3.078364372253418,0.3425000011920929
778,2,"[120, 150, 100, 50, 8]",0.01,32,50,RMSprop,selu,4.885862350463867,0.3425000011920929
779,2,"[120, 150, 100, 50, 8]",0.01,32,50,RMSprop,elu,7.589489936828613,0.3425000011920929
780,5,"[120, 100, 80, 40, 20, 8]",0.01,12,100,Adam,softsign,1.8686846494674683,0.3425000011920929
781,5,"[120, 100, 80, 40, 20, 8]",0.01,12,100,Adam,elu,4.092205047607422,0.3425000011920929
782,6,"[120, 150, 100, 50, 20, 8]",0.01,64,100,Nadam,relu,7.632589340209961,0.3425000011920929
783,6,"[120, 150, 100, 50, 20, 8]",0.01,64,100,RMSprop,selu,6.655123710632324,0.3425000011920929
784,7,"[120, 140, 100, 75, 30, 8]",0.01,12,50,Nadam,softsign,1.7097989320755005,0.3425000011920929
785,0,"[120, 92, 64, 36, 8]",0.1,64,100,Adamax,relu,6.076013088226318,0.3425000011920929
786,0,"[120, 92, 64, 36, 8]",0.1,12,100,Adamax,selu,3.539851427078247,0.3425000011920929
787,2,"[120, 150, 100, 50, 8]",0.1,64,50,Adamax,selu,2.3081858158111572,0.3425000011920929
788,4,"[120, 96, 74, 52, 30, 8]",0.01,12,100,RMSprop,tanh,1.908503532409668,0.3425000011920929
789,5,"[120, 100, 80, 40, 20, 8]",0.01,64,100,Nadam,elu,6.835897922515869,0.3425000011920929
790,0,"[120, 92, 64, 36, 8]",0.1,12,50,Adamax,relu,3.182410955429077,0.3425000011920929
791,4,"[120, 96, 74, 52, 30, 8]",0.01,64,100,Adam,relu,5.763833045959473,0.3412500023841858
792,4,"[120, 96, 74, 52, 30, 8]",0.01,32,50,Nadam,tanh,1.7146378755569458,0.3412500023841858
793,0,"[120, 92, 64, 36, 8]",0.01,32,100,Nadam,relu,6.559972763061523,0.3412500023841858
794,7,"[120, 140, 100, 75, 30, 8]",0.01,64,100,RMSprop,relu,10.371153831481934,0.3412500023841858
795,2,"[120, 150, 100, 50, 8]",0.01,12,100,Nadam,tanh,1.8553452491760254,0.3412500023841858
796,2,"[120, 150, 100, 50, 8]",0.01,64,50,Nadam,relu,5.650123119354248,0.3412500023841858
797,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,Adamax,selu,2.9959607124328613,0.3412500023841858
798,3,"[120, 140, 70, 30, 8]",0.01,64,100,RMSprop,elu,10.155909538269043,0.3412500023841858
799,7,"[120, 140, 100, 75, 30, 8]",0.01,64,100,Nadam,relu,6.120357036590576,0.3412500023841858
800,3,"[120, 140, 70, 30, 8]",0.01,32,100,RMSprop,tanh,2.9414379596710205,0.3412500023841858
801,1,"[120, 90, 60, 20, 8]",0.1,64,100,Adamax,elu,7.948453426361084,0.3412500023841858
802,4,"[120, 96, 74, 52, 30, 8]",0.01,32,100,Adam,elu,3.9082677364349365,0.3400000035762787
803,1,"[120, 90, 60, 20, 8]",0.1,32,50,Adamax,relu,2.844111442565918,0.3400000035762787
804,5,"[120, 100, 80, 40, 20, 8]",0.01,64,50,RMSprop,relu,3.710378408432007,0.3400000035762787
805,5,"[120, 100, 80, 40, 20, 8]",0.01,64,100,RMSprop,relu,11.705096244812012,0.3400000035762787
